location,location_name,date,orig_obs,issue_date,real_diff,relative_diff_orig_base,relative_diff_revised_base
GB,NA,2020-03-21,3878,2020-07-19,2449,0.6315110881897885,0.3870712818081239
GB,NA,2020-03-28,12071,2020-07-19,5811,0.481401706569464,0.32496365059836707
GB,NA,2020-04-04,24814,2020-07-19,5545,0.2234625614572419,0.18264764979083634
GB,NA,2020-04-11,37088,2020-07-19,-4896,-0.13201035375323555,-0.15208747514910537
GB,NA,2020-04-18,35226,2020-07-19,-3179,-0.09024584114006699,-0.09919805285986208
GB,NA,2020-04-25,34160,2020-07-19,-1336,-0.03911007025761124,-0.04070192542042408
GB,NA,2020-05-02,33883,2020-07-19,-2653,-0.07829885193164714,-0.08495036823567083
GB,NA,2020-05-09,33000,2020-07-19,-10167,-0.3080909090909091,-0.4452765733806333
GB,NA,2020-05-16,24901,2020-07-19,-5119,-0.20557407333038835,-0.25877059953493076
GB,NA,2020-05-23,16993,2020-07-19,-767,-0.045136232566350853,-0.0472698138789597
GB,NA,2020-05-30,15672,2020-07-19,-4928,-0.3144461459928535,-0.45867460908414
GB,NA,2020-06-06,12042,2020-07-19,-3600,-0.29895366218236175,-0.42643923240938164
GB,NA,2020-06-13,9507,2020-07-19,-2428,-0.25539076469969496,-0.3429862974996468
GB,NA,2020-06-20,8735,2020-07-19,-2162,-0.24751001717229537,-0.3289213448957858
GB,NA,2020-06-27,7140,2020-07-19,-2002,-0.2803921568627451,-0.3896457765667575
NL,NA,2020-07-04,261,2020-07-19,213,0.8160919540229885,0.44936708860759494
NL,NA,2020-07-11,586,2020-07-19,-213,-0.363481228668942,-0.5710455764075067
SE,NA,2020-06-20,5112,2020-07-19,2548,0.4984350547730829,0.33263707571801565
ES,NA,2020-04-25,32033,2020-07-26,-17854,-0.5573627196953143,-1.2591861203187813
FR,NA,2020-05-23,2099,2020-07-26,658,0.31348261076703193,0.2386652158142909
FR,NA,2020-06-06,1451,2020-07-26,132,0.09097174362508614,0.08338597599494631
FR,NA,2020-06-13,2244,2020-07-26,194,0.08645276292335116,0.07957342083675144
FR,NA,2020-06-20,1801,2020-07-26,302,0.1676846196557468,0.14360437470280552
GB,NA,2020-02-08,1,2020-07-26,10,10,0.9090909090909091
GB,NA,2020-02-15,6,2020-07-26,-1,-0.16666666666666666,-0.2
GB,NA,2020-02-22,0,2020-07-26,5,5,5
GB,NA,2020-02-29,14,2020-07-26,24,1.7142857142857142,0.631578947368421
GB,NA,2020-03-07,183,2020-07-26,184,1.005464480874317,0.5013623978201635
GB,NA,2020-03-14,934,2020-07-26,1268,1.3576017130620985,0.5758401453224341
GB,NA,2020-03-21,3878,2020-07-26,2449,0.6315110881897885,0.3870712818081239
GB,NA,2020-03-28,12071,2020-07-26,5811,0.481401706569464,0.32496365059836707
GB,NA,2020-04-04,24814,2020-07-26,5545,0.2234625614572419,0.18264764979083634
GB,NA,2020-04-11,37088,2020-07-26,-4896,-0.13201035375323555,-0.15208747514910537
GB,NA,2020-04-18,35226,2020-07-26,-3179,-0.09024584114006699,-0.09919805285986208
GB,NA,2020-04-25,34160,2020-07-26,-1336,-0.03911007025761124,-0.04070192542042408
GB,NA,2020-05-02,33883,2020-07-26,-2653,-0.07829885193164714,-0.08495036823567083
GB,NA,2020-05-09,33000,2020-07-26,-10167,-0.3080909090909091,-0.4452765733806333
GB,NA,2020-05-16,24901,2020-07-26,-5119,-0.20557407333038835,-0.25877059953493076
GB,NA,2020-05-23,16993,2020-07-26,-767,-0.045136232566350853,-0.0472698138789597
GB,NA,2020-05-30,15672,2020-07-26,-4928,-0.3144461459928535,-0.45867460908414
GB,NA,2020-06-06,12042,2020-07-26,-3600,-0.29895366218236175,-0.42643923240938164
GB,NA,2020-06-13,9507,2020-07-26,-2428,-0.25539076469969496,-0.3429862974996468
GB,NA,2020-06-20,8735,2020-07-26,-2162,-0.24751001717229537,-0.3289213448957858
GB,NA,2020-06-27,7140,2020-07-26,-2002,-0.2803921568627451,-0.3896457765667575
IS,NA,2020-06-20,14,2020-07-26,-7,-0.5,-1
IS,NA,2020-06-27,14,2020-07-26,-9,-0.6428571428571429,-1.8
IS,NA,2020-07-04,24,2020-07-26,-14,-0.5833333333333334,-1.4
IS,NA,2020-07-11,28,2020-07-26,-25,-0.8928571428571429,-8.333333333333334
IS,NA,2020-07-18,34,2020-07-26,-29,-0.8529411764705882,-5.8
NL,NA,2020-07-04,261,2020-07-26,213,0.8160919540229885,0.44936708860759494
NL,NA,2020-07-11,586,2020-07-26,-213,-0.363481228668942,-0.5710455764075067
SE,NA,2020-06-20,5112,2020-07-26,2548,0.4984350547730829,0.33263707571801565
ES,NA,2020-04-25,32033,2020-08-02,-17854,-0.5573627196953143,-1.2591861203187813
FR,NA,2020-05-23,2099,2020-08-02,658,0.31348261076703193,0.2386652158142909
FR,NA,2020-06-06,1451,2020-08-02,132,0.09097174362508614,0.08338597599494631
FR,NA,2020-06-13,2244,2020-08-02,194,0.08645276292335116,0.07957342083675144
FR,NA,2020-06-20,1801,2020-08-02,302,0.1676846196557468,0.14360437470280552
GB,NA,2020-02-08,1,2020-08-02,10,10,0.9090909090909091
GB,NA,2020-02-15,6,2020-08-02,-1,-0.16666666666666666,-0.2
GB,NA,2020-02-22,0,2020-08-02,5,5,5
GB,NA,2020-02-29,14,2020-08-02,24,1.7142857142857142,0.631578947368421
GB,NA,2020-03-07,183,2020-08-02,184,1.005464480874317,0.5013623978201635
GB,NA,2020-03-14,934,2020-08-02,1268,1.3576017130620985,0.5758401453224341
GB,NA,2020-03-21,3878,2020-08-02,2449,0.6315110881897885,0.3870712818081239
GB,NA,2020-03-28,12071,2020-08-02,5811,0.481401706569464,0.32496365059836707
GB,NA,2020-04-04,24814,2020-08-02,5545,0.2234625614572419,0.18264764979083634
GB,NA,2020-04-11,37088,2020-08-02,-4896,-0.13201035375323555,-0.15208747514910537
GB,NA,2020-04-18,35226,2020-08-02,-3179,-0.09024584114006699,-0.09919805285986208
GB,NA,2020-04-25,34160,2020-08-02,-1336,-0.03911007025761124,-0.04070192542042408
GB,NA,2020-05-02,33883,2020-08-02,-2653,-0.07829885193164714,-0.08495036823567083
GB,NA,2020-05-09,33000,2020-08-02,-10167,-0.3080909090909091,-0.4452765733806333
GB,NA,2020-05-16,24901,2020-08-02,-5119,-0.20557407333038835,-0.25877059953493076
GB,NA,2020-05-23,16993,2020-08-02,-767,-0.045136232566350853,-0.0472698138789597
GB,NA,2020-05-30,15672,2020-08-02,-4928,-0.3144461459928535,-0.45867460908414
GB,NA,2020-06-06,12042,2020-08-02,-3600,-0.29895366218236175,-0.42643923240938164
GB,NA,2020-06-13,9507,2020-08-02,-2428,-0.25539076469969496,-0.3429862974996468
GB,NA,2020-06-20,8735,2020-08-02,-2162,-0.24751001717229537,-0.3289213448957858
GB,NA,2020-06-27,7140,2020-08-02,-2002,-0.2803921568627451,-0.3896457765667575
IS,NA,2020-06-20,14,2020-08-02,-7,-0.5,-1
IS,NA,2020-06-27,14,2020-08-02,-9,-0.6428571428571429,-1.8
IS,NA,2020-07-04,24,2020-08-02,-14,-0.5833333333333334,-1.4
IS,NA,2020-07-11,28,2020-08-02,-25,-0.8928571428571429,-8.333333333333334
IS,NA,2020-07-18,34,2020-08-02,-29,-0.8529411764705882,-5.8
NL,NA,2020-07-04,261,2020-08-02,213,0.8160919540229885,0.44936708860759494
NL,NA,2020-07-11,586,2020-08-02,-213,-0.363481228668942,-0.5710455764075067
SE,NA,2020-06-20,5112,2020-08-02,2548,0.4984350547730829,0.33263707571801565
ES,NA,2020-04-25,32033,2020-08-09,-17854,-0.5573627196953143,-1.2591861203187813
FR,NA,2020-05-23,2099,2020-08-09,658,0.31348261076703193,0.2386652158142909
FR,NA,2020-06-06,1451,2020-08-09,132,0.09097174362508614,0.08338597599494631
FR,NA,2020-06-13,2244,2020-08-09,194,0.08645276292335116,0.07957342083675144
FR,NA,2020-06-20,1801,2020-08-09,302,0.1676846196557468,0.14360437470280552
GB,NA,2020-02-08,1,2020-08-09,10,10,0.9090909090909091
GB,NA,2020-02-15,6,2020-08-09,-1,-0.16666666666666666,-0.2
GB,NA,2020-02-22,0,2020-08-09,5,5,5
GB,NA,2020-02-29,14,2020-08-09,24,1.7142857142857142,0.631578947368421
GB,NA,2020-03-07,183,2020-08-09,184,1.005464480874317,0.5013623978201635
GB,NA,2020-03-14,934,2020-08-09,1268,1.3576017130620985,0.5758401453224341
GB,NA,2020-03-21,3878,2020-08-09,2449,0.6315110881897885,0.3870712818081239
GB,NA,2020-03-28,12071,2020-08-09,5811,0.481401706569464,0.32496365059836707
GB,NA,2020-04-04,24814,2020-08-09,5545,0.2234625614572419,0.18264764979083634
GB,NA,2020-04-11,37088,2020-08-09,-4896,-0.13201035375323555,-0.15208747514910537
GB,NA,2020-04-18,35226,2020-08-09,-3179,-0.09024584114006699,-0.09919805285986208
GB,NA,2020-04-25,34160,2020-08-09,-1336,-0.03911007025761124,-0.04070192542042408
GB,NA,2020-05-02,33883,2020-08-09,-2653,-0.07829885193164714,-0.08495036823567083
GB,NA,2020-05-09,33000,2020-08-09,-10167,-0.3080909090909091,-0.4452765733806333
GB,NA,2020-05-16,24901,2020-08-09,-5119,-0.20557407333038835,-0.25877059953493076
GB,NA,2020-05-23,16993,2020-08-09,-767,-0.045136232566350853,-0.0472698138789597
GB,NA,2020-05-30,15672,2020-08-09,-4928,-0.3144461459928535,-0.45867460908414
GB,NA,2020-06-06,12042,2020-08-09,-3600,-0.29895366218236175,-0.42643923240938164
GB,NA,2020-06-13,9507,2020-08-09,-2428,-0.25539076469969496,-0.3429862974996468
GB,NA,2020-06-20,8735,2020-08-09,-2162,-0.24751001717229537,-0.3289213448957858
GB,NA,2020-06-27,7140,2020-08-09,-2002,-0.2803921568627451,-0.3896457765667575
IS,NA,2020-06-20,14,2020-08-09,-7,-0.5,-1
IS,NA,2020-06-27,14,2020-08-09,-9,-0.6428571428571429,-1.8
IS,NA,2020-07-04,24,2020-08-09,-14,-0.5833333333333334,-1.4
IS,NA,2020-07-11,28,2020-08-09,-25,-0.8928571428571429,-8.333333333333334
IS,NA,2020-07-18,34,2020-08-09,-29,-0.8529411764705882,-5.8
NL,NA,2020-07-04,261,2020-08-09,213,0.8160919540229885,0.44936708860759494
NL,NA,2020-07-11,586,2020-08-09,-213,-0.363481228668942,-0.5710455764075067
SE,NA,2020-06-20,5112,2020-08-09,2548,0.4984350547730829,0.33263707571801565
ES,NA,2020-04-25,32033,2020-08-16,-17854,-0.5573627196953143,-1.2591861203187813
FR,NA,2020-05-23,2099,2020-08-16,658,0.31348261076703193,0.2386652158142909
FR,NA,2020-06-06,1451,2020-08-16,132,0.09097174362508614,0.08338597599494631
FR,NA,2020-06-13,2244,2020-08-16,194,0.08645276292335116,0.07957342083675144
FR,NA,2020-06-20,1801,2020-08-16,302,0.1676846196557468,0.14360437470280552
GB,NA,2020-02-08,1,2020-08-16,10,10,0.9090909090909091
GB,NA,2020-02-15,6,2020-08-16,-1,-0.16666666666666666,-0.2
GB,NA,2020-02-22,0,2020-08-16,5,5,5
GB,NA,2020-02-29,14,2020-08-16,24,1.7142857142857142,0.631578947368421
GB,NA,2020-03-07,183,2020-08-16,184,1.005464480874317,0.5013623978201635
GB,NA,2020-03-14,934,2020-08-16,1268,1.3576017130620985,0.5758401453224341
GB,NA,2020-03-21,3878,2020-08-16,2449,0.6315110881897885,0.3870712818081239
GB,NA,2020-03-28,12071,2020-08-16,5811,0.481401706569464,0.32496365059836707
GB,NA,2020-04-04,24814,2020-08-16,5545,0.2234625614572419,0.18264764979083634
GB,NA,2020-04-11,37088,2020-08-16,-4896,-0.13201035375323555,-0.15208747514910537
GB,NA,2020-04-18,35226,2020-08-16,-3179,-0.09024584114006699,-0.09919805285986208
GB,NA,2020-04-25,34160,2020-08-16,-1336,-0.03911007025761124,-0.04070192542042408
GB,NA,2020-05-02,33883,2020-08-16,-2653,-0.07829885193164714,-0.08495036823567083
GB,NA,2020-05-09,33000,2020-08-16,-10167,-0.3080909090909091,-0.4452765733806333
GB,NA,2020-05-16,24901,2020-08-16,-5119,-0.20557407333038835,-0.25877059953493076
GB,NA,2020-05-23,16993,2020-08-16,-767,-0.045136232566350853,-0.0472698138789597
GB,NA,2020-05-30,15672,2020-08-16,-4928,-0.3144461459928535,-0.45867460908414
GB,NA,2020-06-06,12042,2020-08-16,-3600,-0.29895366218236175,-0.42643923240938164
GB,NA,2020-06-13,9507,2020-08-16,-2428,-0.25539076469969496,-0.3429862974996468
GB,NA,2020-06-20,8735,2020-08-16,-2162,-0.24751001717229537,-0.3289213448957858
GB,NA,2020-06-27,7140,2020-08-16,-2002,-0.2803921568627451,-0.3896457765667575
IS,NA,2020-06-20,14,2020-08-16,-7,-0.5,-1
IS,NA,2020-06-27,14,2020-08-16,-9,-0.6428571428571429,-1.8
IS,NA,2020-07-04,24,2020-08-16,-14,-0.5833333333333334,-1.4
IS,NA,2020-07-11,28,2020-08-16,-25,-0.8928571428571429,-8.333333333333334
IS,NA,2020-07-18,34,2020-08-16,-29,-0.8529411764705882,-5.8
NL,NA,2020-07-04,261,2020-08-16,213,0.8160919540229885,0.44936708860759494
NL,NA,2020-07-11,586,2020-08-16,-213,-0.363481228668942,-0.5710455764075067
SE,NA,2020-06-20,5112,2020-08-16,2548,0.4984350547730829,0.33263707571801565
ES,NA,2020-04-25,32033,2020-08-23,-17854,-0.5573627196953143,-1.2591861203187813
FR,NA,2020-05-23,2099,2020-08-23,658,0.31348261076703193,0.2386652158142909
FR,NA,2020-06-06,1451,2020-08-23,132,0.09097174362508614,0.08338597599494631
FR,NA,2020-06-13,2244,2020-08-23,194,0.08645276292335116,0.07957342083675144
FR,NA,2020-06-20,1801,2020-08-23,302,0.1676846196557468,0.14360437470280552
GB,NA,2020-02-08,1,2020-08-23,10,10,0.9090909090909091
GB,NA,2020-02-15,6,2020-08-23,-1,-0.16666666666666666,-0.2
GB,NA,2020-02-22,0,2020-08-23,5,5,5
GB,NA,2020-02-29,14,2020-08-23,24,1.7142857142857142,0.631578947368421
GB,NA,2020-03-07,183,2020-08-23,184,1.005464480874317,0.5013623978201635
GB,NA,2020-03-14,934,2020-08-23,1268,1.3576017130620985,0.5758401453224341
GB,NA,2020-03-21,3878,2020-08-23,2449,0.6315110881897885,0.3870712818081239
GB,NA,2020-03-28,12071,2020-08-23,5811,0.481401706569464,0.32496365059836707
GB,NA,2020-04-04,24814,2020-08-23,5545,0.2234625614572419,0.18264764979083634
GB,NA,2020-04-11,37088,2020-08-23,-4896,-0.13201035375323555,-0.15208747514910537
GB,NA,2020-04-18,35226,2020-08-23,-3179,-0.09024584114006699,-0.09919805285986208
GB,NA,2020-04-25,34160,2020-08-23,-1336,-0.03911007025761124,-0.04070192542042408
GB,NA,2020-05-02,33883,2020-08-23,-2653,-0.07829885193164714,-0.08495036823567083
GB,NA,2020-05-09,33000,2020-08-23,-10167,-0.3080909090909091,-0.4452765733806333
GB,NA,2020-05-16,24901,2020-08-23,-5119,-0.20557407333038835,-0.25877059953493076
GB,NA,2020-05-23,16993,2020-08-23,-767,-0.045136232566350853,-0.0472698138789597
GB,NA,2020-05-30,15672,2020-08-23,-4928,-0.3144461459928535,-0.45867460908414
GB,NA,2020-06-06,12042,2020-08-23,-3600,-0.29895366218236175,-0.42643923240938164
GB,NA,2020-06-13,9507,2020-08-23,-2428,-0.25539076469969496,-0.3429862974996468
GB,NA,2020-06-20,8735,2020-08-23,-2162,-0.24751001717229537,-0.3289213448957858
GB,NA,2020-06-27,7140,2020-08-23,-2002,-0.2803921568627451,-0.3896457765667575
IS,NA,2020-06-20,14,2020-08-23,-7,-0.5,-1
IS,NA,2020-06-27,14,2020-08-23,-9,-0.6428571428571429,-1.8
IS,NA,2020-07-04,24,2020-08-23,-14,-0.5833333333333334,-1.4
IS,NA,2020-07-11,28,2020-08-23,-25,-0.8928571428571429,-8.333333333333334
IS,NA,2020-07-18,34,2020-08-23,-29,-0.8529411764705882,-5.8
NL,NA,2020-07-04,261,2020-08-23,213,0.8160919540229885,0.44936708860759494
NL,NA,2020-07-11,586,2020-08-23,-213,-0.363481228668942,-0.5710455764075067
SE,NA,2020-06-20,5112,2020-08-23,2548,0.4984350547730829,0.33263707571801565
ES,NA,2020-04-25,32033,2020-08-30,-17854,-0.5573627196953143,-1.2591861203187813
FR,NA,2020-05-23,2099,2020-08-30,658,0.31348261076703193,0.2386652158142909
FR,NA,2020-06-06,1451,2020-08-30,132,0.09097174362508614,0.08338597599494631
FR,NA,2020-06-13,2244,2020-08-30,194,0.08645276292335116,0.07957342083675144
FR,NA,2020-06-20,1801,2020-08-30,302,0.1676846196557468,0.14360437470280552
GB,NA,2020-02-08,1,2020-08-30,10,10,0.9090909090909091
GB,NA,2020-02-15,6,2020-08-30,-1,-0.16666666666666666,-0.2
GB,NA,2020-02-22,0,2020-08-30,5,5,5
GB,NA,2020-02-29,14,2020-08-30,24,1.7142857142857142,0.631578947368421
GB,NA,2020-03-07,183,2020-08-30,184,1.005464480874317,0.5013623978201635
GB,NA,2020-03-14,934,2020-08-30,1268,1.3576017130620985,0.5758401453224341
GB,NA,2020-03-21,3878,2020-08-30,2449,0.6315110881897885,0.3870712818081239
GB,NA,2020-03-28,12071,2020-08-30,5811,0.481401706569464,0.32496365059836707
GB,NA,2020-04-04,24814,2020-08-30,5545,0.2234625614572419,0.18264764979083634
GB,NA,2020-04-11,37088,2020-08-30,-4896,-0.13201035375323555,-0.15208747514910537
GB,NA,2020-04-18,35226,2020-08-30,-3179,-0.09024584114006699,-0.09919805285986208
GB,NA,2020-04-25,34160,2020-08-30,-1336,-0.03911007025761124,-0.04070192542042408
GB,NA,2020-05-02,33883,2020-08-30,-2653,-0.07829885193164714,-0.08495036823567083
GB,NA,2020-05-09,33000,2020-08-30,-10167,-0.3080909090909091,-0.4452765733806333
GB,NA,2020-05-16,24901,2020-08-30,-5119,-0.20557407333038835,-0.25877059953493076
GB,NA,2020-05-23,16993,2020-08-30,-767,-0.045136232566350853,-0.0472698138789597
GB,NA,2020-05-30,15672,2020-08-30,-4928,-0.3144461459928535,-0.45867460908414
GB,NA,2020-06-06,12042,2020-08-30,-3600,-0.29895366218236175,-0.42643923240938164
GB,NA,2020-06-13,9507,2020-08-30,-2428,-0.25539076469969496,-0.3429862974996468
GB,NA,2020-06-20,8735,2020-08-30,-2162,-0.24751001717229537,-0.3289213448957858
GB,NA,2020-06-27,7140,2020-08-30,-2002,-0.2803921568627451,-0.3896457765667575
IS,NA,2020-06-20,14,2020-08-30,-7,-0.5,-1
IS,NA,2020-06-27,14,2020-08-30,-9,-0.6428571428571429,-1.8
IS,NA,2020-07-04,24,2020-08-30,-14,-0.5833333333333334,-1.4
IS,NA,2020-07-11,28,2020-08-30,-25,-0.8928571428571429,-8.333333333333334
IS,NA,2020-07-18,34,2020-08-30,-29,-0.8529411764705882,-5.8
NL,NA,2020-07-04,261,2020-08-30,213,0.8160919540229885,0.44936708860759494
NL,NA,2020-07-11,586,2020-08-30,-213,-0.363481228668942,-0.5710455764075067
SE,NA,2020-02-29,11,2020-08-30,2,0.18181818181818182,0.15384615384615385
SE,NA,2020-03-07,149,2020-08-30,16,0.10738255033557047,0.09696969696969697
SE,NA,2020-03-14,800,2020-08-30,15,0.01875,0.018404907975460124
SE,NA,2020-03-21,802,2020-08-30,72,0.08977556109725686,0.08237986270022883
SE,NA,2020-03-28,1684,2020-08-30,111,0.06591448931116389,0.06183844011142061
SE,NA,2020-04-04,2996,2020-08-30,173,0.05774365821094793,0.05459135373934995
SE,NA,2020-04-11,3708,2020-08-30,-92,-0.02481121898597627,-0.025442477876106196
SE,NA,2020-04-18,3671,2020-08-30,156,0.04249523290656497,0.04076299973869872
SE,NA,2020-04-25,4355,2020-08-30,-67,-0.015384615384615385,-0.015625
SE,NA,2020-05-02,3905,2020-08-30,-36,-0.009218950064020487,-0.009304729904368054
SE,NA,2020-05-09,3839,2020-08-30,297,0.07736389684813753,0.07180851063829788
SE,NA,2020-05-16,3756,2020-08-30,137,0.03647497337593184,0.03519136912406884
SE,NA,2020-05-23,3511,2020-08-30,199,0.056679008829393335,0.05363881401617251
SE,NA,2020-05-30,3925,2020-08-30,300,0.07643312101910828,0.07100591715976332
SE,NA,2020-06-06,6774,2020-08-30,-946,-0.13965160909359314,-0.16231983527796842
SE,NA,2020-06-13,7044,2020-08-30,141,0.02001703577512777,0.01962421711899791
