location,date,issue_date,anomaly_type
06,2021-05-29,2021-07-04,adjacent to revision
06,2021-06-05,2021-07-04,adjacent to revision
06,2020-03-28,2021-07-11,revision
06,2020-04-04,2021-07-11,adjacent to revision
06,2020-04-11,2021-07-11,adjacent to revision
06,2020-04-18,2021-07-11,adjacent to revision
06,2021-03-13,2021-07-11,revision
06,2021-03-20,2021-07-11,adjacent to revision
06,2021-03-27,2021-07-11,adjacent to revision
06,2021-04-03,2021-07-11,adjacent to revision
06,2021-05-15,2021-07-11,revision
06,2021-05-22,2021-07-11,adjacent to revision
06,2021-05-29,2021-07-11,adjacent to revision
06,2021-06-05,2021-07-11,adjacent to revision
06,2021-07-03,2021-07-11,revision
06,2020-03-28,2021-07-18,revision
06,2020-04-04,2021-07-18,adjacent to revision
06,2020-04-11,2021-07-18,adjacent to revision
06,2020-04-18,2021-07-18,adjacent to revision
06,2021-03-13,2021-07-18,revision
06,2021-03-20,2021-07-18,adjacent to revision
06,2021-03-27,2021-07-18,adjacent to revision
06,2021-04-03,2021-07-18,adjacent to revision
06,2021-05-15,2021-07-18,revision
06,2021-05-22,2021-07-18,adjacent to revision
06,2021-05-29,2021-07-18,adjacent to revision
06,2021-06-05,2021-07-18,adjacent to revision
06,2021-07-03,2021-07-18,revision
06,2020-03-28,2021-07-25,revision
06,2020-04-04,2021-07-25,adjacent to revision
06,2020-04-11,2021-07-25,adjacent to revision
06,2020-04-18,2021-07-25,adjacent to revision
06,2021-03-13,2021-07-25,revision
06,2021-03-20,2021-07-25,adjacent to revision
06,2021-03-27,2021-07-25,adjacent to revision
06,2021-04-03,2021-07-25,adjacent to revision
06,2021-05-15,2021-07-25,revision
06,2021-05-22,2021-07-25,adjacent to revision
06,2021-05-29,2021-07-25,adjacent to revision
06,2021-06-05,2021-07-25,adjacent to revision
06,2021-07-03,2021-07-25,revision
06,2020-03-28,2021-08-01,revision
06,2020-04-04,2021-08-01,adjacent to revision
06,2020-04-11,2021-08-01,adjacent to revision
06,2020-04-18,2021-08-01,adjacent to revision
06,2021-03-13,2021-08-01,revision
06,2021-03-20,2021-08-01,adjacent to revision
06,2021-03-27,2021-08-01,adjacent to revision
06,2021-04-03,2021-08-01,adjacent to revision
06,2021-05-15,2021-08-01,revision
06,2021-05-22,2021-08-01,adjacent to revision
06,2021-05-29,2021-08-01,adjacent to revision
06,2021-06-05,2021-08-01,adjacent to revision
06,2021-07-03,2021-08-01,revision
06,2020-03-28,2021-08-08,revision
06,2020-04-04,2021-08-08,adjacent to revision
06,2020-04-11,2021-08-08,adjacent to revision
06,2020-04-18,2021-08-08,adjacent to revision
06,2021-03-13,2021-08-08,revision
06,2021-03-20,2021-08-08,adjacent to revision
06,2021-03-27,2021-08-08,adjacent to revision
06,2021-04-03,2021-08-08,adjacent to revision
06,2021-05-15,2021-08-08,revision
06,2021-05-22,2021-08-08,adjacent to revision
06,2021-05-29,2021-08-08,adjacent to revision
06,2021-06-05,2021-08-08,adjacent to revision
06,2021-07-03,2021-08-08,revision
06,2020-03-28,2021-08-15,revision
06,2020-04-04,2021-08-15,adjacent to revision
06,2020-04-11,2021-08-15,adjacent to revision
06,2020-04-18,2021-08-15,adjacent to revision
06,2021-03-13,2021-08-15,revision
06,2021-03-20,2021-08-15,adjacent to revision
06,2021-03-27,2021-08-15,adjacent to revision
06,2021-04-03,2021-08-15,adjacent to revision
06,2021-05-15,2021-08-15,revision
06,2021-05-22,2021-08-15,adjacent to revision
06,2021-05-29,2021-08-15,adjacent to revision
06,2021-06-05,2021-08-15,adjacent to revision
06,2021-07-03,2021-08-15,revision
06,2020-03-28,2021-08-22,revision
06,2020-04-04,2021-08-22,adjacent to revision
06,2020-04-11,2021-08-22,adjacent to revision
06,2020-04-18,2021-08-22,adjacent to revision
06,2021-03-13,2021-08-22,revision
06,2021-03-20,2021-08-22,adjacent to revision
06,2021-03-27,2021-08-22,adjacent to revision
06,2021-04-03,2021-08-22,adjacent to revision
06,2021-05-15,2021-08-22,revision
06,2021-05-22,2021-08-22,adjacent to revision
06,2021-05-29,2021-08-22,adjacent to revision
06,2021-06-05,2021-08-22,adjacent to revision
06,2021-07-03,2021-08-22,revision
06,2020-03-28,2021-08-29,revision
06,2020-04-04,2021-08-29,adjacent to revision
06,2020-04-11,2021-08-29,adjacent to revision
06,2020-04-18,2021-08-29,adjacent to revision
06,2021-03-13,2021-08-29,revision
06,2021-03-20,2021-08-29,adjacent to revision
06,2021-03-27,2021-08-29,adjacent to revision
06,2021-04-03,2021-08-29,adjacent to revision
06,2021-05-15,2021-08-29,revision
06,2021-05-22,2021-08-29,adjacent to revision
06,2021-05-29,2021-08-29,adjacent to revision
06,2021-06-05,2021-08-29,adjacent to revision
06,2021-07-03,2021-08-29,revision
06,2020-03-28,2021-09-05,revision
06,2020-04-04,2021-09-05,adjacent to revision
06,2020-04-11,2021-09-05,adjacent to revision
06,2020-04-18,2021-09-05,adjacent to revision
06,2021-03-13,2021-09-05,revision
06,2021-03-20,2021-09-05,adjacent to revision
06,2021-03-27,2021-09-05,adjacent to revision
06,2021-04-03,2021-09-05,adjacent to revision
06,2021-05-15,2021-09-05,revision
06,2021-05-22,2021-09-05,adjacent to revision
06,2021-05-29,2021-09-05,adjacent to revision
06,2021-06-05,2021-09-05,adjacent to revision
06,2021-07-03,2021-09-05,revision
06,2020-03-28,2021-09-12,revision
06,2020-04-04,2021-09-12,adjacent to revision
06,2020-04-11,2021-09-12,adjacent to revision
06,2020-04-18,2021-09-12,adjacent to revision
06,2021-03-13,2021-09-12,revision
06,2021-03-20,2021-09-12,adjacent to revision
06,2021-03-27,2021-09-12,adjacent to revision
06,2021-04-03,2021-09-12,adjacent to revision
06,2021-05-15,2021-09-12,revision
06,2021-05-22,2021-09-12,adjacent to revision
06,2021-05-29,2021-09-12,adjacent to revision
06,2021-06-05,2021-09-12,adjacent to revision
06,2021-07-03,2021-09-12,revision
06,2020-03-28,2021-09-19,revision
06,2020-04-04,2021-09-19,adjacent to revision
06,2020-04-11,2021-09-19,adjacent to revision
06,2020-04-18,2021-09-19,adjacent to revision
06,2021-03-13,2021-09-19,revision
06,2021-03-20,2021-09-19,adjacent to revision
06,2021-03-27,2021-09-19,adjacent to revision
06,2021-04-03,2021-09-19,adjacent to revision
06,2021-05-15,2021-09-19,revision
06,2021-05-22,2021-09-19,adjacent to revision
06,2021-05-29,2021-09-19,adjacent to revision
06,2021-06-05,2021-09-19,adjacent to revision
06,2021-07-03,2021-09-19,revision
06,2020-03-28,2021-09-26,revision
06,2020-04-04,2021-09-26,adjacent to revision
06,2020-04-11,2021-09-26,adjacent to revision
06,2020-04-18,2021-09-26,adjacent to revision
06,2021-03-13,2021-09-26,revision
06,2021-03-20,2021-09-26,adjacent to revision
06,2021-03-27,2021-09-26,adjacent to revision
06,2021-04-03,2021-09-26,adjacent to revision
06,2021-05-15,2021-09-26,revision
06,2021-05-22,2021-09-26,adjacent to revision
06,2021-05-29,2021-09-26,adjacent to revision
06,2021-06-05,2021-09-26,adjacent to revision
06,2021-07-03,2021-09-26,revision
06,2020-03-28,2021-10-03,revision
06,2020-04-04,2021-10-03,adjacent to revision
06,2020-04-11,2021-10-03,adjacent to revision
06,2020-04-18,2021-10-03,adjacent to revision
06,2021-03-13,2021-10-03,revision
06,2021-03-20,2021-10-03,adjacent to revision
06,2021-03-27,2021-10-03,adjacent to revision
06,2021-04-03,2021-10-03,adjacent to revision
06,2021-05-15,2021-10-03,revision
06,2021-05-22,2021-10-03,adjacent to revision
06,2021-05-29,2021-10-03,adjacent to revision
06,2021-06-05,2021-10-03,adjacent to revision
06,2021-07-03,2021-10-03,revision
06,2020-03-28,2021-10-10,revision
06,2020-04-04,2021-10-10,adjacent to revision
06,2020-04-11,2021-10-10,adjacent to revision
06,2020-04-18,2021-10-10,adjacent to revision
06,2021-03-13,2021-10-10,revision
06,2021-03-20,2021-10-10,adjacent to revision
06,2021-03-27,2021-10-10,adjacent to revision
06,2021-04-03,2021-10-10,adjacent to revision
06,2021-05-15,2021-10-10,revision
06,2021-05-22,2021-10-10,adjacent to revision
06,2021-05-29,2021-10-10,adjacent to revision
06,2021-06-05,2021-10-10,adjacent to revision
06,2021-07-03,2021-10-10,revision
06,2020-03-28,2021-10-17,revision
06,2020-04-04,2021-10-17,adjacent to revision
06,2020-04-11,2021-10-17,adjacent to revision
06,2020-04-18,2021-10-17,adjacent to revision
06,2021-03-13,2021-10-17,revision
06,2021-03-20,2021-10-17,adjacent to revision
06,2021-03-27,2021-10-17,adjacent to revision
06,2021-04-03,2021-10-17,adjacent to revision
06,2021-05-15,2021-10-17,revision
06,2021-05-22,2021-10-17,adjacent to revision
06,2021-05-29,2021-10-17,adjacent to revision
06,2021-06-05,2021-10-17,adjacent to revision
06,2021-07-03,2021-10-17,revision
06,2020-03-28,2021-10-24,revision
06,2020-04-04,2021-10-24,revision
06,2020-04-11,2021-10-24,adjacent to revision
06,2020-04-18,2021-10-24,adjacent to revision
06,2020-04-25,2021-10-24,adjacent to revision
06,2021-03-13,2021-10-24,revision
06,2021-03-20,2021-10-24,adjacent to revision
06,2021-03-27,2021-10-24,adjacent to revision
06,2021-04-03,2021-10-24,adjacent to revision
06,2021-06-05,2021-10-24,revision
06,2021-06-12,2021-10-24,revision
06,2021-06-19,2021-10-24,revision
06,2021-06-26,2021-10-24,adjacent to revision
06,2021-07-03,2021-10-24,revision
06,2021-07-10,2021-10-24,adjacent to revision
06,2020-03-28,2021-10-31,revision
06,2020-04-04,2021-10-31,revision
06,2020-04-11,2021-10-31,adjacent to revision
06,2020-04-18,2021-10-31,adjacent to revision
06,2020-04-25,2021-10-31,adjacent to revision
06,2021-03-13,2021-10-31,revision
06,2021-03-20,2021-10-31,adjacent to revision
06,2021-03-27,2021-10-31,adjacent to revision
06,2021-04-03,2021-10-31,adjacent to revision
06,2021-06-05,2021-10-31,revision
06,2021-06-12,2021-10-31,revision
06,2021-06-19,2021-10-31,revision
06,2021-06-26,2021-10-31,adjacent to revision
06,2021-07-03,2021-10-31,revision
06,2021-07-10,2021-10-31,adjacent to revision
06,2020-03-28,2021-11-07,revision
06,2020-04-04,2021-11-07,revision
06,2020-04-11,2021-11-07,adjacent to revision
06,2020-04-18,2021-11-07,adjacent to revision
06,2020-04-25,2021-11-07,adjacent to revision
06,2021-03-13,2021-11-07,revision
06,2021-03-20,2021-11-07,adjacent to revision
06,2021-03-27,2021-11-07,adjacent to revision
06,2021-04-03,2021-11-07,adjacent to revision
06,2021-06-05,2021-11-07,revision
06,2021-06-12,2021-11-07,revision
06,2021-06-19,2021-11-07,revision
06,2021-06-26,2021-11-07,adjacent to revision
06,2021-07-03,2021-11-07,revision
06,2021-07-10,2021-11-07,adjacent to revision
06,2020-03-28,2021-11-14,revision
06,2020-04-04,2021-11-14,revision
06,2020-04-11,2021-11-14,adjacent to revision
06,2020-04-18,2021-11-14,adjacent to revision
06,2020-04-25,2021-11-14,adjacent to revision
06,2021-03-13,2021-11-14,revision
06,2021-03-20,2021-11-14,adjacent to revision
06,2021-03-27,2021-11-14,adjacent to revision
06,2021-04-03,2021-11-14,adjacent to revision
06,2021-06-05,2021-11-14,revision
06,2021-06-12,2021-11-14,revision
06,2021-06-19,2021-11-14,revision
06,2021-06-26,2021-11-14,adjacent to revision
06,2021-07-03,2021-11-14,revision
06,2021-07-10,2021-11-14,adjacent to revision
06,2020-03-28,2021-11-21,revision
06,2020-04-04,2021-11-21,revision
06,2020-04-11,2021-11-21,adjacent to revision
06,2020-04-18,2021-11-21,adjacent to revision
06,2020-04-25,2021-11-21,adjacent to revision
06,2021-03-13,2021-11-21,revision
06,2021-03-20,2021-11-21,adjacent to revision
06,2021-03-27,2021-11-21,adjacent to revision
06,2021-04-03,2021-11-21,adjacent to revision
06,2021-06-05,2021-11-21,revision
06,2021-06-12,2021-11-21,revision
06,2021-06-19,2021-11-21,revision
06,2021-06-26,2021-11-21,adjacent to revision
06,2021-07-03,2021-11-21,revision
06,2021-07-10,2021-11-21,adjacent to revision
06,2020-03-28,2021-11-28,revision
06,2020-04-04,2021-11-28,revision
06,2020-04-11,2021-11-28,adjacent to revision
06,2020-04-18,2021-11-28,adjacent to revision
06,2020-04-25,2021-11-28,adjacent to revision
06,2021-03-13,2021-11-28,revision
06,2021-03-20,2021-11-28,adjacent to revision
06,2021-03-27,2021-11-28,adjacent to revision
06,2021-04-03,2021-11-28,adjacent to revision
06,2021-06-05,2021-11-28,revision
06,2021-06-12,2021-11-28,revision
06,2021-06-19,2021-11-28,revision
06,2021-06-26,2021-11-28,adjacent to revision
06,2021-07-03,2021-11-28,revision
06,2021-07-10,2021-11-28,adjacent to revision
06,2020-03-28,2021-12-05,revision
06,2020-04-04,2021-12-05,revision
06,2020-04-11,2021-12-05,adjacent to revision
06,2020-04-18,2021-12-05,adjacent to revision
06,2020-04-25,2021-12-05,adjacent to revision
06,2021-03-13,2021-12-05,revision
06,2021-03-20,2021-12-05,adjacent to revision
06,2021-03-27,2021-12-05,adjacent to revision
06,2021-04-03,2021-12-05,adjacent to revision
06,2021-06-05,2021-12-05,revision
06,2021-06-12,2021-12-05,revision
06,2021-06-19,2021-12-05,revision
06,2021-06-26,2021-12-05,adjacent to revision
06,2021-07-03,2021-12-05,revision
06,2021-07-10,2021-12-05,adjacent to revision
06,2020-03-28,2021-12-12,revision
06,2020-04-04,2021-12-12,revision
06,2020-04-11,2021-12-12,adjacent to revision
06,2020-04-18,2021-12-12,adjacent to revision
06,2020-04-25,2021-12-12,adjacent to revision
06,2021-03-13,2021-12-12,revision
06,2021-03-20,2021-12-12,adjacent to revision
06,2021-03-27,2021-12-12,adjacent to revision
06,2021-04-03,2021-12-12,adjacent to revision
06,2021-06-05,2021-12-12,revision
06,2021-06-12,2021-12-12,revision
06,2021-06-19,2021-12-12,revision
06,2021-06-26,2021-12-12,adjacent to revision
06,2021-07-03,2021-12-12,revision
06,2021-07-10,2021-12-12,adjacent to revision
06,2020-03-28,2021-12-19,revision
06,2020-04-04,2021-12-19,revision
06,2020-04-11,2021-12-19,adjacent to revision
06,2020-04-18,2021-12-19,adjacent to revision
06,2020-04-25,2021-12-19,adjacent to revision
06,2021-03-13,2021-12-19,revision
06,2021-03-20,2021-12-19,adjacent to revision
06,2021-03-27,2021-12-19,adjacent to revision
06,2021-04-03,2021-12-19,adjacent to revision
06,2021-06-05,2021-12-19,revision
06,2021-06-12,2021-12-19,revision
06,2021-06-19,2021-12-19,revision
06,2021-06-26,2021-12-19,adjacent to revision
06,2021-07-03,2021-12-19,revision
06,2021-07-10,2021-12-19,adjacent to revision
06,2020-03-28,2021-12-26,revision
06,2020-04-04,2021-12-26,revision
06,2020-04-11,2021-12-26,adjacent to revision
06,2020-04-18,2021-12-26,adjacent to revision
06,2020-04-25,2021-12-26,adjacent to revision
06,2021-03-13,2021-12-26,revision
06,2021-03-20,2021-12-26,adjacent to revision
06,2021-03-27,2021-12-26,adjacent to revision
06,2021-04-03,2021-12-26,adjacent to revision
06,2021-06-05,2021-12-26,revision
06,2021-06-12,2021-12-26,revision
06,2021-06-19,2021-12-26,revision
06,2021-06-26,2021-12-26,adjacent to revision
06,2021-07-03,2021-12-26,revision
06,2021-07-10,2021-12-26,adjacent to revision
06,2020-03-28,2022-01-02,revision
06,2020-04-04,2022-01-02,revision
06,2020-04-11,2022-01-02,adjacent to revision
06,2020-04-18,2022-01-02,adjacent to revision
06,2020-04-25,2022-01-02,adjacent to revision
06,2021-03-13,2022-01-02,revision
06,2021-03-20,2022-01-02,adjacent to revision
06,2021-03-27,2022-01-02,adjacent to revision
06,2021-04-03,2022-01-02,adjacent to revision
06,2021-06-05,2022-01-02,revision
06,2021-06-12,2022-01-02,revision
06,2021-06-19,2022-01-02,revision
06,2021-06-26,2022-01-02,adjacent to revision
06,2021-07-03,2022-01-02,revision
06,2021-07-10,2022-01-02,adjacent to revision
06,2020-03-28,2022-01-09,revision
06,2020-04-04,2022-01-09,revision
06,2020-04-11,2022-01-09,adjacent to revision
06,2020-04-18,2022-01-09,adjacent to revision
06,2020-04-25,2022-01-09,adjacent to revision
06,2021-03-13,2022-01-09,revision
06,2021-03-20,2022-01-09,adjacent to revision
06,2021-03-27,2022-01-09,adjacent to revision
06,2021-04-03,2022-01-09,adjacent to revision
06,2021-06-05,2022-01-09,revision
06,2021-06-12,2022-01-09,revision
06,2021-06-19,2022-01-09,revision
06,2021-06-26,2022-01-09,adjacent to revision
06,2021-07-03,2022-01-09,revision
06,2021-07-10,2022-01-09,adjacent to revision
06,2020-03-28,2022-01-16,revision
06,2020-04-04,2022-01-16,revision
06,2020-04-11,2022-01-16,adjacent to revision
06,2020-04-18,2022-01-16,adjacent to revision
06,2020-04-25,2022-01-16,adjacent to revision
06,2021-03-13,2022-01-16,revision
06,2021-03-20,2022-01-16,adjacent to revision
06,2021-03-27,2022-01-16,adjacent to revision
06,2021-04-03,2022-01-16,adjacent to revision
06,2021-06-05,2022-01-16,revision
06,2021-06-12,2022-01-16,revision
06,2021-06-19,2022-01-16,revision
06,2021-06-26,2022-01-16,adjacent to revision
06,2021-07-03,2022-01-16,revision
06,2021-07-10,2022-01-16,adjacent to revision
06,2020-03-28,2022-01-23,revision
06,2020-04-04,2022-01-23,revision
06,2020-04-11,2022-01-23,adjacent to revision
06,2020-04-18,2022-01-23,adjacent to revision
06,2020-04-25,2022-01-23,adjacent to revision
06,2021-03-13,2022-01-23,revision
06,2021-03-20,2022-01-23,adjacent to revision
06,2021-03-27,2022-01-23,adjacent to revision
06,2021-04-03,2022-01-23,adjacent to revision
06,2021-06-05,2022-01-23,revision
06,2021-06-12,2022-01-23,revision
06,2021-06-19,2022-01-23,revision
06,2021-06-26,2022-01-23,adjacent to revision
06,2021-07-03,2022-01-23,revision
06,2021-07-10,2022-01-23,adjacent to revision
06,2020-03-28,2022-01-30,revision
06,2020-04-04,2022-01-30,revision
06,2020-04-11,2022-01-30,adjacent to revision
06,2020-04-18,2022-01-30,adjacent to revision
06,2020-04-25,2022-01-30,adjacent to revision
06,2021-03-13,2022-01-30,revision
06,2021-03-20,2022-01-30,adjacent to revision
06,2021-03-27,2022-01-30,adjacent to revision
06,2021-04-03,2022-01-30,adjacent to revision
06,2021-06-05,2022-01-30,revision
06,2021-06-12,2022-01-30,revision
06,2021-06-19,2022-01-30,revision
06,2021-06-26,2022-01-30,adjacent to revision
06,2021-07-03,2022-01-30,revision
06,2021-07-10,2022-01-30,adjacent to revision
06,2020-03-28,2022-02-06,revision
06,2020-04-04,2022-02-06,revision
06,2020-04-11,2022-02-06,adjacent to revision
06,2020-04-18,2022-02-06,adjacent to revision
06,2020-04-25,2022-02-06,adjacent to revision
06,2021-03-13,2022-02-06,revision
06,2021-03-20,2022-02-06,adjacent to revision
06,2021-03-27,2022-02-06,adjacent to revision
06,2021-04-03,2022-02-06,adjacent to revision
06,2021-06-05,2022-02-06,revision
06,2021-06-12,2022-02-06,revision
06,2021-06-19,2022-02-06,revision
06,2021-06-26,2022-02-06,adjacent to revision
06,2021-07-03,2022-02-06,revision
06,2021-07-10,2022-02-06,adjacent to revision
06,2020-03-28,2022-02-13,revision
06,2020-04-04,2022-02-13,revision
06,2020-04-11,2022-02-13,adjacent to revision
06,2020-04-18,2022-02-13,adjacent to revision
06,2020-04-25,2022-02-13,adjacent to revision
06,2021-03-13,2022-02-13,revision
06,2021-03-20,2022-02-13,adjacent to revision
06,2021-03-27,2022-02-13,adjacent to revision
06,2021-04-03,2022-02-13,adjacent to revision
06,2021-06-05,2022-02-13,revision
06,2021-06-12,2022-02-13,revision
06,2021-06-19,2022-02-13,revision
06,2021-06-26,2022-02-13,adjacent to revision
06,2021-07-03,2022-02-13,revision
06,2021-07-10,2022-02-13,adjacent to revision
06,2020-03-28,2022-02-20,revision
06,2020-04-04,2022-02-20,revision
06,2020-04-11,2022-02-20,adjacent to revision
06,2020-04-18,2022-02-20,adjacent to revision
06,2020-04-25,2022-02-20,adjacent to revision
06,2021-03-13,2022-02-20,revision
06,2021-03-20,2022-02-20,adjacent to revision
06,2021-03-27,2022-02-20,adjacent to revision
06,2021-04-03,2022-02-20,adjacent to revision
06,2021-06-05,2022-02-20,revision
06,2021-06-12,2022-02-20,revision
06,2021-06-19,2022-02-20,revision
06,2021-06-26,2022-02-20,adjacent to revision
06,2021-07-03,2022-02-20,revision
06,2021-07-10,2022-02-20,adjacent to revision
06,2020-03-28,2022-02-27,revision
06,2020-04-04,2022-02-27,revision
06,2020-04-11,2022-02-27,adjacent to revision
06,2020-04-18,2022-02-27,adjacent to revision
06,2020-04-25,2022-02-27,adjacent to revision
06,2021-03-13,2022-02-27,revision
06,2021-03-20,2022-02-27,adjacent to revision
06,2021-03-27,2022-02-27,adjacent to revision
06,2021-04-03,2022-02-27,adjacent to revision
06,2021-06-05,2022-02-27,revision
06,2021-06-12,2022-02-27,revision
06,2021-06-19,2022-02-27,revision
06,2021-06-26,2022-02-27,adjacent to revision
06,2021-07-03,2022-02-27,revision
06,2021-07-10,2022-02-27,adjacent to revision
06,2020-03-28,2022-03-06,revision
06,2020-04-04,2022-03-06,revision
06,2020-04-11,2022-03-06,adjacent to revision
06,2020-04-18,2022-03-06,adjacent to revision
06,2020-04-25,2022-03-06,adjacent to revision
06,2021-03-13,2022-03-06,revision
06,2021-03-20,2022-03-06,adjacent to revision
06,2021-03-27,2022-03-06,adjacent to revision
06,2021-04-03,2022-03-06,adjacent to revision
06,2021-06-05,2022-03-06,revision
06,2021-06-12,2022-03-06,revision
06,2021-06-19,2022-03-06,revision
06,2021-06-26,2022-03-06,adjacent to revision
06,2021-07-03,2022-03-06,revision
06,2021-07-10,2022-03-06,adjacent to revision
06,2020-03-28,2022-03-13,revision
06,2020-04-04,2022-03-13,revision
06,2020-04-11,2022-03-13,adjacent to revision
06,2020-04-18,2022-03-13,adjacent to revision
06,2020-04-25,2022-03-13,adjacent to revision
06,2021-03-13,2022-03-13,revision
06,2021-03-20,2022-03-13,adjacent to revision
06,2021-03-27,2022-03-13,adjacent to revision
06,2021-04-03,2022-03-13,adjacent to revision
06,2021-06-05,2022-03-13,revision
06,2021-06-12,2022-03-13,revision
06,2021-06-19,2022-03-13,revision
06,2021-06-26,2022-03-13,adjacent to revision
06,2021-07-03,2022-03-13,revision
06,2021-07-10,2022-03-13,adjacent to revision
06,2020-03-28,2022-03-20,revision
06,2020-04-04,2022-03-20,revision
06,2020-04-11,2022-03-20,adjacent to revision
06,2020-04-18,2022-03-20,adjacent to revision
06,2020-04-25,2022-03-20,adjacent to revision
06,2021-03-13,2022-03-20,revision
06,2021-03-20,2022-03-20,adjacent to revision
06,2021-03-27,2022-03-20,adjacent to revision
06,2021-04-03,2022-03-20,adjacent to revision
06,2021-06-05,2022-03-20,revision
06,2021-06-12,2022-03-20,revision
06,2021-06-19,2022-03-20,revision
06,2021-06-26,2022-03-20,adjacent to revision
06,2021-07-03,2022-03-20,revision
06,2021-07-10,2022-03-20,adjacent to revision
06,2020-03-28,2022-03-27,revision
06,2020-04-04,2022-03-27,revision
06,2020-04-11,2022-03-27,adjacent to revision
06,2020-04-18,2022-03-27,adjacent to revision
06,2020-04-25,2022-03-27,adjacent to revision
06,2021-03-13,2022-03-27,revision
06,2021-03-20,2022-03-27,adjacent to revision
06,2021-03-27,2022-03-27,adjacent to revision
06,2021-04-03,2022-03-27,adjacent to revision
06,2021-06-05,2022-03-27,revision
06,2021-06-12,2022-03-27,revision
06,2021-06-19,2022-03-27,revision
06,2021-06-26,2022-03-27,adjacent to revision
06,2021-07-03,2022-03-27,revision
06,2021-07-10,2022-03-27,adjacent to revision
06,2020-03-28,2022-04-03,revision
06,2020-04-04,2022-04-03,revision
06,2020-04-11,2022-04-03,adjacent to revision
06,2020-04-18,2022-04-03,adjacent to revision
06,2020-04-25,2022-04-03,adjacent to revision
06,2021-03-13,2022-04-03,revision
06,2021-03-20,2022-04-03,adjacent to revision
06,2021-03-27,2022-04-03,adjacent to revision
06,2021-04-03,2022-04-03,adjacent to revision
06,2021-06-05,2022-04-03,revision
06,2021-06-12,2022-04-03,revision
06,2021-06-19,2022-04-03,revision
06,2021-06-26,2022-04-03,adjacent to revision
06,2021-07-03,2022-04-03,revision
06,2021-07-10,2022-04-03,adjacent to revision
06,2020-03-28,2022-04-10,revision
06,2020-04-04,2022-04-10,revision
06,2020-04-11,2022-04-10,adjacent to revision
06,2020-04-18,2022-04-10,adjacent to revision
06,2020-04-25,2022-04-10,adjacent to revision
06,2021-03-13,2022-04-10,revision
06,2021-03-20,2022-04-10,adjacent to revision
06,2021-03-27,2022-04-10,adjacent to revision
06,2021-04-03,2022-04-10,adjacent to revision
06,2021-06-05,2022-04-10,revision
06,2021-06-12,2022-04-10,revision
06,2021-06-19,2022-04-10,revision
06,2021-06-26,2022-04-10,adjacent to revision
06,2021-07-03,2022-04-10,revision
06,2021-07-10,2022-04-10,adjacent to revision
06,2020-03-28,2022-04-17,revision
06,2020-04-04,2022-04-17,revision
06,2020-04-11,2022-04-17,adjacent to revision
06,2020-04-18,2022-04-17,adjacent to revision
